	NG-16677_M53_iso_preg_placenta_lib271061_6029_8_1_counts	NG-16677_M55_aly6g_preg_placenta_lib271064_6029_8_1_counts	NG-16677_M56_aly6g_preg_placenta_lib280131_6085_1_1_counts	NG-16677_M62_iso_preg_placenta_lib271062_6029_4_1_counts	NG-16677_M63_aly6g_preg_placenta_lib280132_6085_1_1_counts	NG-16677_M65_iso_preg_placenta_lib280130_6085_1_1_counts
ENSMUSG00000032420.8	780	302	878	489	1292.002	992
ENSMUSG00000032422.17	1027.578	592.041	1013.829	771.019	1296.751	1351.254
ENSMUSG00000032423.12	1992.882	1973.047	3162.631	2080.001	3488.507	2735.453
ENSMUSG00000032425.15	136.193	143.001	167.001	145.999	173.001	205.998
ENSMUSG00000032431.6	2664	2007	3814	2573	3734	3579
ENSMUSG00000032434.9	1563	873	1592	1445	2194	2553
ENSMUSG00000032435.9	936.002	1031.276	1363	1034.998	1510	1481.006
ENSMUSG00000032436.17	627.103	630.167	987.221	815.033	1002.093	1001.131
ENSMUSG00000032437.10	4728	3173	6167	4383	7343	6855
ENSMUSG00000032440.13	1963.671	1281.575	2792.048	2601.598	4275.331	4308.671
ENSMUSG00000032443.17	0	1	1	0	6	1
ENSMUSG00000032446.14	36.008	99.033	60.083	87.399	164.003	70.265
ENSMUSG00000032449.13	968	581.001	1013.001	1139	1304	1794.001
ENSMUSG00000032451.6	0	0	0	0	0	0
ENSMUSG00000032452.12	6	0	10.791	7	13	9.495
ENSMUSG00000032454.9	477	525	276	626	30	1858
ENSMUSG00000032456.13	91	138	159	115	160	135.001
ENSMUSG00000032458.6	5551.999	6098.001	7741	5218.001	7799	7697
ENSMUSG00000032459.9	349	588	669	550	576	711
ENSMUSG00000032462.14	2735.809	1956.324	3504.557	2090.725	4169.756	3133.777
ENSMUSG00000032463.10	449.935	493.975	720	379.973	550.059	554
ENSMUSG00000032468.11	575.002	644.953	793.703	740.427	843.555	910.196
ENSMUSG00000032469.12	268	298.969	363	302	404	358.999
ENSMUSG00000032470.17	660	520	795	769.999	941	1664.001
ENSMUSG00000032473.13	7	4	12	8	1	15
ENSMUSG00000032475.15	768.943	1035.95	1204	1055	1251	1233.999
ENSMUSG00000032477.14	236	232	336	319	404	520
ENSMUSG00000032478.14	221.999	306	342.001	352.001	344.001	448.962
ENSMUSG00000032479.15	3486.372	3068.572	4255.141	3209.242	5073.533	4823.81
ENSMUSG00000032480.17	919.349	934.777	1267.889	869.505	1484.31	1310.781
ENSMUSG00000032481.17	1376.892	1158	1636.999	1158	2109.999	2046.001
ENSMUSG00000032482.9	187	166.23	271.054	200.038	348.119	218.101
ENSMUSG00000032484.8	6	4	10	0	5	3
ENSMUSG00000032485.14	1700.001	1092	1557	1800.001	2553	3391
ENSMUSG00000032487.8	352	126	558	370	892	567
ENSMUSG00000032489.17	63	45	51	38	37	51.001
ENSMUSG00000032491.14	61	61	119	97	125	101
ENSMUSG00000032492.14	1114	899.999	2062	1266.999	1681	1138.001
ENSMUSG00000032493.8	0	0	1	0	2	1
ENSMUSG00000032494.12	1	10	12	4	8	13
ENSMUSG00000032495.8	18.019	22.019	49.539	32.732	38.144	31.081
ENSMUSG00000032496.7	21.999	237.001	434.999	384.999	357	530.001
ENSMUSG00000032497.18	2339.001	2913.999	3521	2153.999	3032.999	2931
ENSMUSG00000032498.9	264.001	311	386.999	337.999	360	397.001
ENSMUSG00000032500.10	3	6	4	1	7	7
ENSMUSG00000032501.9	352	277	426	331	637	680
ENSMUSG00000032502.8	5	1	2	0	4	2
ENSMUSG00000032503.18	2	1	0	1	2	1
ENSMUSG00000032504.15	3725.999	3355	5070.001	3374	5344	6025
ENSMUSG00000032507.15	115	83.999	160	109.001	182	105.001
ENSMUSG00000032508.8	869	1023	1266	965	1372.997	1146
ENSMUSG00000032511.17	129	31	134	114.942	285.887	195.996
ENSMUSG00000032512.7	919.621	769.999	1331.695	1002.999	1548	1407.053
ENSMUSG00000032513.8	591.379	485	735	534	773	881
ENSMUSG00000032514.11	18	4	15	6	14	18
ENSMUSG00000032515.8	1183	777	1650.001	930.001	1988.999	1644
ENSMUSG00000032517.16	0	1	1	1.768	5	4
ENSMUSG00000032518.6	8728.908	15541.185	16405.562	15512.635	16388.38	15463.307
ENSMUSG00000032519.11	415.999	388.001	598.999	478	595	615
ENSMUSG00000032523.11	4	3	2	3	4	10
ENSMUSG00000032525.15	1411.058	861.929	2005.271	1283.699	2349.986	1937.91
ENSMUSG00000032526.11	135	194.001	241.999	203.999	193.001	209
ENSMUSG00000032527.13	766	890	1053.999	1075	1102	1552
ENSMUSG00000032528.5	9	2	0	3	5	4
ENSMUSG00000032530.14	0	0	0	1	1	2
ENSMUSG00000032531.15	2366	1721.956	2779.001	1878.999	3173.007	2961.103
ENSMUSG00000032532.7	29	12	64	25	33	90.999
ENSMUSG00000032534.18	389.94	393.999	574.072	439.311	639	635.001
ENSMUSG00000032536.12	1154.994	857.915	1579.033	1028.825	1864	1793.577
ENSMUSG00000032537.15	6	10	5	8	7	13
ENSMUSG00000032540.16	1806.009	1984.594	2633.949	2075	2761.998	2559
ENSMUSG00000032547.12	2047.999	1631	2994	1944	2935	3167.999
ENSMUSG00000032548.14	6624.325	1936.768	6010.218	3455.555	6531.626	6743.112
ENSMUSG00000032549.7	1162	909	1350	897	1515	1349
ENSMUSG00000032551.7	253.004	284.993	411.001	289.005	373.196	425.375
ENSMUSG00000032553.14	2321.006	1721	3165.068	2384.137	3440.022	3057.037
ENSMUSG00000032554.15	60267.322	19936.917	27244.78	48505.883	6097.128	249957.833
ENSMUSG00000032555.10	755.121	716.26	944.906	964.65	1307.156	1231.965
ENSMUSG00000032556.11	3	1	8	4	3	8
ENSMUSG00000032557.13	1375.05	1878.235	2499.868	1630.591	2305.179	2239.67
ENSMUSG00000032558.19	109.999	59	136.999	101.701	104.643	172.173
ENSMUSG00000032560.14	1678	1340.999	1944.001	1601	2364	2940.999
ENSMUSG00000032561.15	31.848	12	71.009	36.09	71.09	71
ENSMUSG00000032562.13	10485.051	10518.626	16024.008	9114.104	15393.999	12936.001
ENSMUSG00000032563.16	601	846.999	973.488	867.999	894	1055.493
ENSMUSG00000032564.16	2	3	0	2	1	9
ENSMUSG00000032565.9	359	457	494.022	380	570	353
ENSMUSG00000032566.4	0	2	0	0	0	0
ENSMUSG00000032567.16	158	159	229	155.999	249	206.999
ENSMUSG00000032570.17	2741	1920.999	3779	2459.001	4125.999	3964
ENSMUSG00000032571.14	469	294	592	485	726	633
ENSMUSG00000032572.9	6	3	8	5	19.999	11
ENSMUSG00000032575.16	5906	6595	9576	6307	7527	7369
ENSMUSG00000032577.16	43	49.999	63	78	86	120
ENSMUSG00000032578.7	131.027	125	190.01	205.029	147.228	357.015
ENSMUSG00000032579.14	162.999	226.999	278	209	274	263
ENSMUSG00000032580.12	1287.937	1304.001	2040.498	1302.095	2070.594	1920.536
ENSMUSG00000032582.14	1040.964	982.949	1381.14	867.985	1550.624	1550.27
ENSMUSG00000032583.7	251	275	347	261	356	368
ENSMUSG00000032584.12	63	19	73.001	62	106	113
ENSMUSG00000032586.9	52	87	79	102	140.001	92
ENSMUSG00000032589.14	75	58	64	43	31	175
ENSMUSG00000032590.14	745	853	1048	846	1015.528	1619.001
ENSMUSG00000032591.15	66	24	19	38	5	185
ENSMUSG00000032593.5	113	61	117	108	183	153
ENSMUSG00000032594.11	2189.839	1501.905	2639.357	2159.261	3218.245	3768.33
ENSMUSG00000032595.10	62.877	48.671	122.969	50.135	99.905	93.051
ENSMUSG00000032596.14	155.884	119.44	313.207	197.186	279.542	246.506
ENSMUSG00000032598.8	156	109	247	157	254	310
ENSMUSG00000032599.12	697.999	765	1146.001	785.998	1046	1026.001
ENSMUSG00000032601.13	838	495	909	719	914	1535
ENSMUSG00000032602.6	474.295	538.171	644.319	586	557	706.076
ENSMUSG00000032604.16	1736.192	2018.752	2723.97	1950.048	3187.318	2771.287
ENSMUSG00000032606.7	160	195	224	208	269	290
ENSMUSG00000032607.12	367.67	397.334	465.884	591.691	372.302	814.974
ENSMUSG00000032609.12	81.056	48	55.999	138.359	56.121	221
ENSMUSG00000032611.9	5	9	5	6	3	14
ENSMUSG00000032612.14	2110	2135.012	2716.528	2056.673	3333.349	3198.963
ENSMUSG00000032615.14	365	515.999	507.001	448	428	669
ENSMUSG00000032621.8	470.855	473.659	781.819	605.023	815.926	806.199
ENSMUSG00000032623.9	8.241	9.216	5.152	1.02	11.486	1.033
ENSMUSG00000032624.16	1567	1308	1939.001	1492	2362	2607
ENSMUSG00000032625.14	137.001	52	222.999	264	584	421.954
ENSMUSG00000032633.12	870	744.999	1092	938	1200	1495.001
ENSMUSG00000032637.15	2094.999	1674.001	2965	1875.001	3406	2643.999
ENSMUSG00000032640.10	799	669	1252	970	1677	1288
ENSMUSG00000032641.18	133.001	101	144	128	146	152
ENSMUSG00000032643.12	410.276	470.548	740.211	413.018	601.139	510.284
ENSMUSG00000032648.14	41.109	39.201	42.038	43.106	12.019	104.34
ENSMUSG00000032649.14	6	8	8	12	8	8
ENSMUSG00000032652.13	483.296	216.003	484.001	395	621.645	769.162
ENSMUSG00000032656.14	74	42	68	69	61	75.999
ENSMUSG00000032657.15	118	73	143	122	224.998	195.999
ENSMUSG00000032661.9	37.124	41.304	114.966	61.483	85.698	40.022
ENSMUSG00000032666.16	5538.026	5233.875	8040.167	4480.742	8058.329	6161.96
ENSMUSG00000032667.17	998.06	811.986	1299.726	1165.076	1731.311	2054.523
ENSMUSG00000032671.5	3	2	1	3	5	4
ENSMUSG00000032673.5	208.907	380.097	396.912	242.948	313.033	322.001
ENSMUSG00000032679.12	1080.459	976.292	1499.531	1080.518	1264.164	1589.885
ENSMUSG00000032680.11	2	2	1	4	2	8
ENSMUSG00000032688.9	189.294	142.074	232.351	188.263	274.208	370.758
ENSMUSG00000032690.16	13	36	73	46	40	34
ENSMUSG00000032691.14	17	11	23	8	15	17
ENSMUSG00000032698.15	87	111	150	101	95	113.999
ENSMUSG00000032702.16	2655.001	2057.999	2967	2490	4132	4030
ENSMUSG00000032705.9	238.001	150	264.999	248.001	357	373.999
ENSMUSG00000032712.16	492.012	321.001	668.995	458.145	846.294	861.057
ENSMUSG00000032714.6	1065	1070	1985	1012	1950	1183
ENSMUSG00000032715.9	494	115	432	354	532	235
ENSMUSG00000032717.14	976.001	936.001	1497	637	1204.999	1043.002
ENSMUSG00000032718.4	87	50	91	75	136	153
ENSMUSG00000032719.4	4	1	5	1	6	3
ENSMUSG00000032724.5	140	70	123	133	146	339
ENSMUSG00000032725.10	26	23	31	24	22	35
ENSMUSG00000032726.12	132.087	71.694	237.365	226.286	395.798	343.668
ENSMUSG00000032727.14	648	466	654.999	490	741	818
ENSMUSG00000032733.6	518	368	638	491	714	673
ENSMUSG00000032735.15	8	4	11	8	9	9
ENSMUSG00000032737.13	1118	1064	1427.001	1093	2192.001	1647.999
ENSMUSG00000032739.16	0	0	0	5.055	0	0
ENSMUSG00000032740.16	221	136	265	233.001	362.001	246
ENSMUSG00000032741.9	3065	1424	2309	2433	4164	4942
ENSMUSG00000032743.15	382.771	286.214	475.325	330.97	597.343	585.781
ENSMUSG00000032744.4	62	87	74	81	149	61
ENSMUSG00000032745.18	3548	3984	5129	3693.999	5102	5544
ENSMUSG00000032750.13	4	8.006	10.002	5	4.003	3
ENSMUSG00000032754.14	1091.249	545.553	1155.526	995.019	1704.237	1726.526
ENSMUSG00000032757.6	785.001	1010	1387	1259	1356.001	1566
ENSMUSG00000032758.4	1	18	12	11	6	16
ENSMUSG00000032763.11	1216	961.001	1872	1040.001	1793	1515
ENSMUSG00000032766.9	854	1101	1536	1372	1694	1750
ENSMUSG00000032769.5	0	1	0	4	0	2
ENSMUSG00000032773.9	4.053	0	2.652	0	1.884	3.074
ENSMUSG00000032776.9	131	90	209	116	262	243.999
ENSMUSG00000032777.9	783	602	1029.001	742.932	1214.895	1194
ENSMUSG00000032782.19	103	85	142	117.999	157.999	150
ENSMUSG00000032783.9	33	41	50	57	60	57
ENSMUSG00000032786.16	2043	2526	3149.001	2212	3047.001	2251
ENSMUSG00000032788.15	250.149	138.346	177.837	219.147	217.1	537.294
ENSMUSG00000032796.8	4216	1555	4440	4342	6078	3747
ENSMUSG00000032802.8	486	382	574.004	444	596	669.005
ENSMUSG00000032803.15	3653.604	3025.061	5169.561	3503.426	5950.132	5055.672
ENSMUSG00000032806.13	322	223	363	340	633	499
ENSMUSG00000032807.5	5	5	1	29	3	13
ENSMUSG00000032808.2	0	0	0	0	0	0
ENSMUSG00000032812.18	1549.716	1551.859	2126.777	1482.638	2515.331	2274.524
ENSMUSG00000032815.16	129	122.049	185.878	77	129.03	152.999
ENSMUSG00000032816.15	101	45.073	51	198	85.082	571.014
ENSMUSG00000032818.16	0	0	2	0	0	0
ENSMUSG00000032826.18	233.588	184.002	262.667	226.051	305.247	301.273
ENSMUSG00000032827.15	377.425	189.524	325.369	300.441	409.187	605.5
ENSMUSG00000032834.11	343	283	406	383	680	534
ENSMUSG00000032839.13	21	18	42.922	22.887	72.016	60.031
ENSMUSG00000032840.7	410.639	315.84	476.881	368.457	613.317	503.271
ENSMUSG00000032841.15	635.765	437.055	529.063	752.047	789.151	1257.091
ENSMUSG00000032842.13	182	85	163.001	174	231	385.001
ENSMUSG00000032845.16	19.266	12.165	20.246	30.694	21.204	22.407
ENSMUSG00000032846.10	85	45	97	81	158	112
ENSMUSG00000032849.14	302	168	326	350	258	837
ENSMUSG00000032850.16	85	46	81	61	102.033	94
ENSMUSG00000032852.3	3	3	12	16	14	8
ENSMUSG00000032854.12	52	19	13	85	2	338
ENSMUSG00000032855.6	738.872	241	745.166	572.837	1459.423	960.095
ENSMUSG00000032860.5	120	116.999	158	124	220	284.001
ENSMUSG00000032864.4	0	0	0	0	0	0
ENSMUSG00000032867.8	5315.999	3806.999	6855.999	3978.999	7481.999	6966
ENSMUSG00000032869.15	501.001	642	885.001	644.001	865	732.001
ENSMUSG00000032870.8	716	910	941	716	808	1379
ENSMUSG00000032872.16	876.583	980.279	1292.434	1023.679	1398.219	1363.417
ENSMUSG00000032875.8	651.001	408	653	526	684.999	1235
ENSMUSG00000032878.16	27.867	17	11	8.002	5	5.008
ENSMUSG00000032883.15	1206.854	827.399	1240.002	1229.746	1640.743	2043.513
ENSMUSG00000032890.17	10	4	2	12	22	12
ENSMUSG00000032892.14	50.248	42.719	53.152	44.335	27.918	41.722
ENSMUSG00000032894.13	13.711	16.001	15	14	26	22
ENSMUSG00000032897.17	897.001	1069	1240	1052	1277.999	1343.999
ENSMUSG00000032898.9	2972.987	2954	3372.999	2432	3692.989	4126
ENSMUSG00000032899.14	29.124	22.067	16.096	23	42.062	47
ENSMUSG00000032900.15	0	1	0	0	0	0
ENSMUSG00000032902.1	4727	2828	4619	5219	7187	7091
ENSMUSG00000032905.5	2377.67	2002.291	3113.242	2607.445	2990.631	4438.45
ENSMUSG00000032908.9	426.271	192.001	389.258	434.472	483.19	884.028
ENSMUSG00000032911.6	23.001	9	24	22	34	41
ENSMUSG00000032913.13	390.999	153	436	303	561	566
ENSMUSG00000032915.6	17	8	35	7	10	6
ENSMUSG00000032921.13	0	0	0	0	0	1
ENSMUSG00000032925.16	60	24	104	70	183	138
ENSMUSG00000032932.15	2166.001	1125	3191	1927	2993	2974
ENSMUSG00000032936.13	0	0	0	0	0	0
ENSMUSG00000032937.5	1	0	0	0	0	1
ENSMUSG00000032939.14	557	580	731	674	891	824
ENSMUSG00000032940.16	1	1.189	0	1.087	3.029	4.031
ENSMUSG00000032942.14	31	17	32	19	24	32
ENSMUSG00000032946.16	128.008	141.032	177.233	176.099	73.016	353.203
ENSMUSG00000032948.10	0	0	0	0	0	0
ENSMUSG00000032952.11	497.001	527.999	683.029	456.757	701.569	670.001
ENSMUSG00000032959.12	2334	3627	3900	3282.965	3454	4328
ENSMUSG00000032965.11	159	179.001	239.001	166	238.001	200.999
ENSMUSG00000032966.14	5316.88	6647.9	8331.514	6081.91	8711.955	7569.964
ENSMUSG00000032968.4	38	23	49	54	58	66
ENSMUSG00000032977.9	637	641	1012	751	1116	1107.002
ENSMUSG00000032978.14	635	767	646	2148	622	3837
ENSMUSG00000032985.15	0	1	0	0	0	0
ENSMUSG00000032987.9	2	0	1	1	0	0
ENSMUSG00000032988.4	0	0	1	1	0	0
ENSMUSG00000032997.16	1685	942	1941	1362	2459	2208
ENSMUSG00000032998.16	962.999	563.091	1087.093	805.169	1239.08	1284.71
ENSMUSG00000032999.10	1	0	0	3	3	0
ENSMUSG00000033004.15	1302.001	700	1203.001	936	1651	2140
ENSMUSG00000033006.10	0	0	2	1	3	1
ENSMUSG00000033007.15	0	0	0	1	0	0
ENSMUSG00000033009.15	549	303.999	493	426	758	661
ENSMUSG00000033014.12	1242.999	836.999	1552.999	1092.001	1710.999	1867
ENSMUSG00000033016.16	254	120	371	195	299.999	296.999
ENSMUSG00000033020.7	893.525	1259.462	1588.718	1069.184	1215.84	1322.585
ENSMUSG00000033021.16	932	1142.999	1473	1175.999	1403	1536
ENSMUSG00000033022.8	645.999	695	1173	1005	1315.001	1348
ENSMUSG00000033024.16	0	0	1.187	3.234	0	3
ENSMUSG00000033027.15	0	0	0	0	0	0
ENSMUSG00000033029.12	105.001	109.317	153.309	91	168.001	111
ENSMUSG00000033031.13	170	182	218	274	283.001	395.006
ENSMUSG00000033032.15	1537	1498	2244	1123	1873	1753
ENSMUSG00000033033.10	105	98	178	122	179	117
ENSMUSG00000033036.9	48.955	66.642	111.389	95.118	49.135	83.01
ENSMUSG00000033039.10	1860.999	1104.683	2311.69	1363	3265.999	2010.999
ENSMUSG00000033044.12	0	0	0	0	0	0
ENSMUSG00000033047.5	2968.004	3680	4476	3349.999	4598.001	4013
ENSMUSG00000033053.4	8	19	20	17	22	13
ENSMUSG00000033054.7	532	428	677	541	871	825
ENSMUSG00000033055.12	475.999	594	829.011	557	867.001	794.999
ENSMUSG00000033059.7	753.891	615.799	758.962	827.894	1142.981	1271.66
ENSMUSG00000033060.16	806	524.001	836	738	885.998	1358.999
ENSMUSG00000033061.15	0	0	0	0	0	0
ENSMUSG00000033063.8	2	1	1	3	5	4
ENSMUSG00000033065.14	482	818.855	813	595	963.65	700
ENSMUSG00000033066.15	556.224	564.473	671.195	1230.118	1180.851	1354.413
ENSMUSG00000033068.16	218.001	135	326.006	266.578	278.001	287
ENSMUSG00000033075.17	459.136	463.116	634.789	508.165	991.439	673.056
ENSMUSG00000033080.9	0	0	0	0	1	0
ENSMUSG00000033082.10	190	111	259	109	123	153.388
ENSMUSG00000033083.16	326.001	155.999	280	212.001	452	394
ENSMUSG00000033088.19	2171	2460	3195.999	2053.999	2899	2900.999
ENSMUSG00000033096.7	1537	843	2481	1683	3207	2970
ENSMUSG00000033099.10	431.75	537.821	640.099	494.698	579.643	533.867
ENSMUSG00000033102.15	190.997	159.443	212.362	261.167	167.984	677.359
ENSMUSG00000033105.12	478.143	524	451.001	504.999	630.999	1209.999
ENSMUSG00000033106.6	324.303	474	533.36	479	536.002	570.246
ENSMUSG00000033107.6	46	25	47	24	50	50
ENSMUSG00000033111.16	210.562	250.398	327.876	238.894	368.618	327.533
ENSMUSG00000033114.11	154	100	197.752	161.819	161.001	282
ENSMUSG00000033122.14	0	2	0	0	0	0
ENSMUSG00000033124.16	610.003	303	655.007	610	975.02	1043
ENSMUSG00000033126.5	81.736	84.136	107.385	107.681	101.911	121.821
ENSMUSG00000033128.9	1029.999	998	1370	1029.346	1427.999	1556
ENSMUSG00000033147.16	225.006	106.999	200.555	177.862	262.736	314.137
ENSMUSG00000033149.17	2152	1772.999	2669.999	2311	3455	3079
ENSMUSG00000033152.13	77	74	72	91	51	279.999
ENSMUSG00000033156.9	0	0	0	0	0	0
ENSMUSG00000033157.17	168	183	245	208	201.001	286.999
ENSMUSG00000033159.14	1744.001	1216.994	2111	1958	2607	2474
ENSMUSG00000033161.10	10448	5032	11319	8737	14330	15800
ENSMUSG00000033166.11	375.612	474.275	504.101	528.124	670.235	608.653
ENSMUSG00000033170.14	576	360	418	415	471	908
ENSMUSG00000033174.17	1280	965.999	1544.001	974	1770	1625
ENSMUSG00000033177.13	4	3	2	2	1	0
ENSMUSG00000033182.12	2	3	4	4	5	2
ENSMUSG00000033184.14	2918.7	1941.369	4128.216	3361.78	4906.214	5529.221
ENSMUSG00000033186.9	613.384	602.434	870.465	811.392	828.806	1054.095
ENSMUSG00000033187.8	130	105	194	156	233	163
ENSMUSG00000033191.14	430	304	437	337	599.004	355.989
ENSMUSG00000033192.5	48	41	116	78	131	79
ENSMUSG00000033196.17	0	0	0	2.295	1.207	0
ENSMUSG00000033200.16	0	0	0	0	0	0
ENSMUSG00000033207.7	39	22	75	61	65	85
ENSMUSG00000033208.7	12	5	4	20	6	20
ENSMUSG00000033209.17	205	88	198	121	290.999	289.999
ENSMUSG00000033210.16	2	1	1	0	0	0
ENSMUSG00000033213.16	991.334	1339.356	2285.925	1245.875	1777.968	1522.114
ENSMUSG00000033214.10	1	0	0	0	0	0
ENSMUSG00000033216.9	345	454	445	505	599	748
ENSMUSG00000033219.8	0	0	0	0	0	0
ENSMUSG00000033220.7	61.58	146.372	128.615	125.007	194.643	111.343
ENSMUSG00000033222.16	168	183	221	201	374	310
ENSMUSG00000033227.7	114	97	54	56	69	74
ENSMUSG00000033228.8	2955.911	2660.677	3507.956	2485.862	4127.664	4579.173
ENSMUSG00000033233.17	320.001	375.001	452	296.001	477	313
ENSMUSG00000033237.19	970.637	514	954.484	794.412	1258.69	1220.672
ENSMUSG00000033249.10	26	48	37	56	32	71
ENSMUSG00000033253.18	209	135	220	181	403	289
ENSMUSG00000033255.8	0	0	1	0	1	0
ENSMUSG00000033256.14	205	231.999	366	216.999	279	247
ENSMUSG00000033257.14	277	181	256	306	363	512
ENSMUSG00000033268.8	9	6	13	8	21	11
ENSMUSG00000033272.12	1100.001	785	1485	1066.999	1600	1813
ENSMUSG00000033276.18	39	43	56	42	76.999	76
ENSMUSG00000033278.10	505	315	743	392	715	486
ENSMUSG00000033282.14	185	122	201	167	277	294
ENSMUSG00000033285.15	550.999	541.999	811	595	869	869
ENSMUSG00000033287.16	1842	1967	2995.999	2149	3672	2521
ENSMUSG00000033294.11	188	251	269.001	250	331.784	320
ENSMUSG00000033295.14	2912.999	1382	3320	2337	4278	4663
ENSMUSG00000033306.15	1358.259	441.583	1073.221	744.709	1600.84	1586.707
ENSMUSG00000033307.7	1251.517	2105.248	2251.161	1725.36	1633.306	2403.7
ENSMUSG00000033308.16	41	10	13	60	8	151
ENSMUSG00000033313.11	111	99	184	116	168	166
ENSMUSG00000033316.14	6	3	4	1	4	2
ENSMUSG00000033318.7	212.466	256.001	232.263	293	167.12	589.073
ENSMUSG00000033319.5	919	657	1184	918	1482	1480
ENSMUSG00000033323.14	436	383	603	434	762	727
ENSMUSG00000033326.15	993	806	1294	1082	1754.001	1366
ENSMUSG00000033327.18	10	3	6	8.514	12	38.724
ENSMUSG00000033335.17	3437	4016	5176.709	3527.001	6018.999	4623
ENSMUSG00000033342.14	0	0	0	7	0	2
ENSMUSG00000033343.1	0	0	0	0	0	0
ENSMUSG00000033350.7	346.055	298.16	485.34	362.775	728.746	519.746
ENSMUSG00000033352.11	1337	961	1568.001	1143	1842	1869
ENSMUSG00000033355.6	430.001	526	921	539	610	649
ENSMUSG00000033356.3	97	134	157	114	144	147
ENSMUSG00000033361.13	200.25	68.062	133.068	165.156	176.187	334.326
ENSMUSG00000033364.13	385.887	232.545	467.129	391.039	689.055	611.89
ENSMUSG00000033365.14	353	335	493	369	486	545
ENSMUSG00000033368.8	4	3	14	0	4	1
ENSMUSG00000033373.16	1342	1139	1692	1238.332	1836.169	1852
ENSMUSG00000033377.14	49	54	84	24	50	44
ENSMUSG00000033379.13	3125.999	3647.001	4800	4302.001	4244	5647.999
ENSMUSG00000033382.15	1348.999	1061	1597.001	1235	1799	2096.001
ENSMUSG00000033383.6	0	0	0	0	3	1
ENSMUSG00000033386.10	252.966	144.378	221.773	271.084	323.413	790.717
ENSMUSG00000033389.16	311	200	275.999	294	421	449.001
ENSMUSG00000033392.16	364.005	316	501.027	350.003	608.185	541.017
ENSMUSG00000033396.13	495.531	420.243	532.803	476.795	729.792	808.874
ENSMUSG00000033400.14	960.843	693.663	1307.389	718.148	1275.199	1105.855
ENSMUSG00000033405.4	127	94	165.113	139	168	171
ENSMUSG00000033409.14	0	0	0	0	0	0
ENSMUSG00000033411.16	525	327	615.001	612.014	824.999	934
ENSMUSG00000033416.15	834.553	742	929.934	1135	1194.442	2004
ENSMUSG00000033417.16	1495	1030	1564	1545	1959	2908.999
ENSMUSG00000033419.16	1009	612	958.001	742	1439	1413
ENSMUSG00000033420.12	514	232	760	549.093	1082	982
ENSMUSG00000033423.16	711	782	1064	832	1092.998	1013
ENSMUSG00000033427.14	2	13.658	7.576	9.346	4.009	16.756
ENSMUSG00000033429.10	227.999	325	350	285.001	292	359.999
ENSMUSG00000033430.10	421.735	429.698	629.347	427.582	637.893	615.381
ENSMUSG00000033434.15	224.947	251	455.999	282.999	468.002	450
ENSMUSG00000033436.13	155	168	169	307.001	148	348
ENSMUSG00000033439.12	135	184.001	232	136.999	193	190.711
ENSMUSG00000033444.14	1087.197	593.999	1208	816.004	1431.006	1483
ENSMUSG00000033446.7	181.468	149.195	232.55	206.122	239.366	250.339
ENSMUSG00000033450.8	160.267	188.031	187.512	236.004	461.68	250.949
ENSMUSG00000033453.8	852	236	706	434	1069	592
ENSMUSG00000033454.6	276.452	233.315	449.301	359.596	566.675	535.183
ENSMUSG00000033458.17	61	65.004	60	67	117.005	112.002
ENSMUSG00000033460.14	114	127	176	192	194	231
ENSMUSG00000033467.12	880	737	1415	780	1383.999	1066
ENSMUSG00000033470.12	327	231	468	238	639.999	533.999
ENSMUSG00000033475.15	1120.999	1594.235	1889.655	1472	1570.324	1828.176
ENSMUSG00000033478.5	767	437	909	699	1042	1156
ENSMUSG00000033486.14	66	69	105	55	103.001	101
ENSMUSG00000033487.14	4798.027	2713	6135.999	3996.808	7741.213	6782.372
ENSMUSG00000033488.11	103.923	151.767	187.433	164.363	201.154	198.266
ENSMUSG00000033491.13	1147.25	570.425	1226.555	844.549	2474.71	1882.443
ENSMUSG00000033498.14	3.586	2.452	1	3.818	3.004	4.013
ENSMUSG00000033499.14	3099	1779	3172	2296.001	3883	4146
ENSMUSG00000033501.5	0	0	0	0	0	1
ENSMUSG00000033502.15	127	54	155.001	124	232	178
ENSMUSG00000033508.7	96	87	68	107	111	98
ENSMUSG00000033510.14	0	3	2	0	3	1
ENSMUSG00000033520.2	1	1	0	0	0	0
ENSMUSG00000033526.16	411.469	246.05	366.883	275.843	514.412	724.628
